ID,IV
295,6.96118586408224
492,5.53816422518784
12,3.72837139432479
216,4.35764459482251
279,6.84232960801664
164,4.60338002146195
393,7.17809659656646
267,NA
346,3.07330172563431
8,5.60250074056421
218,4.51673090167687
10,5.05030287639759
34,NA
478,6.51470084396381
239,6.56164944291183
434,4.00945847112318
466,4.21104459320238
319,4.23286676076435
50,NA
184,NA
506,4.09478966209247
191,5.44907707911255
417,5.02349965738883
411,4.92305318689981
312,NA
249,3.79359283194491
260,5.57617924579713
527,4.77261253594104
189,NA
39,5.00609669215303
425,5.76704855890247
566,4.90895592977169
496,5.15016752871828
525,5.30359858736162
358,NA
564,5.4544407388084
454,4.01094642446267
552,4.96900185077457
404,6.0813819137988
455,5.57046879015365
508,3.87105072508673
359,6.30470032406203
543,NA
507,6.08596696807178
